CGC2.1.t1	CGC2.1
CGC2.683.t3	lpd-6
CGC2.683.t4	lpd-6
CGC2.684.t1	dscc-1
CGC2.685.t1	vbh-1
CGC2.685.t2	vbh-1
CGC2.685.t3	vbh-1
CGC2.685.t4	vbh-1
CGC2.686.t1	ZC434.8
CGC2.687.t1	mrpl-17
CGC2.688.t1	Y54E10A.6
CGC2.689.t1	dnc-6
CGC2.689.t2	dnc-6
CGC2.690.t1	Y54E10A.11
CGC2.691.t1	syp-6
CGC2.692.t1	CGC2.692
CGC2.693.t1	Y54E10A.17
CGC2.693.t2	Y54E10A.17
CGC2.693.t3	Y54E10A.17
CGC2.694.t1	K07A3.3
CGC2.695.t1	ptr-12
CGC2.696.t1	fbp-1
CGC2.697.t2	aat-5
CGC2.697.t3	aat-5
CGC2.697.t1	aat-5
CGC2.698.t1	scrt-1
CGC2.699.t1	C55C2.4
CGC2.700.t1	T02E1.6
CGC2.700.t2	T02E1.6
CGC2.701.t1	T02E1.7
CGC2.702.t1	kcnl-2
CGC2.702.t2	kcnl-2
CGC2.702.t3	kcnl-2
CGC2.702.t4	kcnl-2
CGC2.703.t1	CGC2.703
CGC2.704.t2	Y23H5B.3
CGC2.704.t1	Y23H5B.3
CGC2.705.t1	Y23H5B.8
CGC2.706.t1	CGC2.706
CGC2.707.t1	CGC2.707
CGC2.708.t1	CGC2.708
CGC2.709.t1	CGC2.709
CGC2.710.t1	CGC2.710
CGC2.710.t2	CGC2.710
CGC2.711.t1	CGC2.711
CGC2.712.t1	CGC2.712
CGC2.713.t1	CGC2.713
CGC2.714.t1	CGC2.714
CGC2.715.t1	CGC2.715
CGC2.716.t1	CGC2.716
CGC2.717.t1	CGC2.717
CGC2.718.t1	CGC2.718
CGC2.719.t1	CGC2.719
CGC2.720.t1	CGC2.720
CGC2.721.t1	CGC2.721
CGC2.722.t1	CGC2.722
CGC2.722.t2	CGC2.722
CGC2.723.t1	CGC2.723
CGC2.724.t1	Y23H5B.1
CGC2.725.t1	Y38E10A.17
CGC2.726.t1	dhs-3
CGC2.727.t1	gla-3
CGC2.727.t2	gla-3
CGC2.728.t1	spe-12
CGC2.729.t1	kri-1
CGC2.730.t1	T02E1.8
CGC2.731.t1	CGC2.731
CGC2.732.t1	nsph-2
CGC2.733.t1	col-63
CGC2.734.t1	ceh-8
CGC2.735.t1	fitm-2
CGC2.736.t1	nol-16
CGC2.737.t1	sre-23
CGC2.738.t1	ZK265.7
CGC2.739.t1	cutl-8
CGC2.739.t2	cutl-8
CGC2.739.t3	cutl-8
CGC2.740.t1	CGC2.740
CGC2.741.t1	T01G9.2
CGC2.742.t1	dma-1
CGC2.743.t1	kin-10
CGC2.743.t2	kin-10
CGC2.744.t1	npp-2
CGC2.745.t1	mei-1
CGC2.745.t2	mei-1
CGC2.746.t1	abts-1
CGC2.746.t2	abts-1
CGC2.747.t1	F52B5.7
CGC2.748.t1	F52B5.2
CGC2.749.t1	F52B5.3
CGC2.750.t1	cep-1
CGC2.751.t1	rpl-25.2
CGC2.752.t1	C34B7.1
CGC2.753.t1	mys-4
CGC2.754.t1	figo-1
CGC2.755.t1	cyp-36A1
CGC2.756.t1	tba-5
CGC2.757.t1	rsd-6.1
CGC2.758.t1	rsd-6.2
CGC2.759.t1	tbcd-1
CGC2.760.t1	uri-1
CGC2.761.t1	CGC2.761
CGC2.762.t1	rnt-1
CGC2.763.t1	cpb-3
CGC2.764.t1	hmg-3
CGC2.765.t1	lin-35
CGC2.766.t1	C32F10.4
CGC2.767.t1	vps-51
CGC2.768.t1	srz-4
CGC2.769.t1	mtk-1
CGC2.769.t2	mtk-1
CGC2.770.t1	nhr-2
CGC2.770.t2	nhr-2
CGC2.771.t1	C32F10.8
CGC2.771.t2	C32F10.8
CGC2.772.t2	obr-4
CGC2.772.t1	obr-4
CGC2.773.t1	twk-47
CGC2.774.t1	F08B6.1
CGC2.775.t1	calu-2
CGC2.776.t1	gpc-2
CGC2.777.t1	hrpf-1
CGC2.777.t2	hrpf-1
CGC2.778.t1	fnci-1
CGC2.779.t1	unc-37
CGC2.780.t1	W02D3.12
CGC2.781.t1	cytb-5.2
CGC2.782.t1	dhod-1
CGC2.782.t2	dhod-1
CGC2.783.t1	smg-5
CGC2.784.t1	T19A6.1
CGC2.784.t2	T19A6.1
CGC2.784.t3	T19A6.1
CGC2.785.t1	ser-5
CGC2.786.t1	ngp-1
CGC2.786.t2	ngp-1
CGC2.787.t1	nepr-1
CGC2.787.t2	nepr-1
CGC2.788.t1	B0546.5
CGC2.789.t1	T08G11.2
CGC2.790.t1	B0207.10
CGC2.791.t1	CGC2.791
CGC2.792.t1	B0207.9
CGC2.793.t1	B0207.2
CGC2.794.t1	B0207.7
CGC2.794.t2	B0207.7
CGC2.795.t1	gpa-14
CGC2.796.t1	air-2
CGC2.797.t1	B0207.6
CGC2.798.t1	B0207.5
CGC2.799.t1	hpo-27
CGC2.799.t2	hpo-27
CGC2.799.t3	hpo-27
CGC2.800.t1	stam-1
CGC2.800.t2	stam-1
CGC2.801.t1	tyr-4
CGC2.802.t1	F33D11.16
CGC2.803.t1	rmd-6
CGC2.804.t1	ceh-12
CGC2.805.t1	col-54
CGC2.806.t1	nlp-62
CGC2.807.t1	gpaa-1
CGC2.808.t1	dhhc-3
CGC2.808.t2	dhhc-3
CGC2.809.t1	inf-1b
CGC2.809.t2	inf-1b
CGC2.810.t1	F33D11.10
CGC2.811.t1	vpr-1
CGC2.812.t1	cdc-7
CGC2.813.t1	noah-1
CGC2.813.t2	noah-1
CGC2.813.t3	noah-1
CGC2.814.t2	pgp-2
CGC2.814.t1	pgp-2
CGC2.814.t3	pgp-2
CGC2.815.t1	ZK354.8.2
CGC2.816.t1	C27D8.1.2
CGC2.817.t1	lim-7
CGC2.818.t1	CBG25252
CGC2.819.t1	CBG04006a
CGC2.819.t2	CBG04006a
CGC2.820.t1	CGC2.820
CGC2.821.t1	C41D11.3
CGC2.822.t1	eif-3.H
CGC2.823.t1	cps-6
CGC2.824.t1	C41D11.9
CGC2.825.t1	cmt-1
CGC2.826.t1	eri-7
CGC2.827.t1	T01A4.9
CGC2.828.t1	ZK354.3
CGC2.829.t1	CBG03996
CGC2.830.t1	dmsr-2
CGC2.831.t1	Y23H5B.5
CGC2.832.t1	ddx-10
CGC2.833.t1	eif-3.I
CGC2.834.t1	abtm-1
CGC2.835.t1	Y74C10AL.2
CGC2.836.t2	inx-19
CGC2.836.t1	inx-19
CGC2.837.t1	ubxn-1
CGC2.838.t1	tipn-1
CGC2.839.t1	F23C8.8
CGC2.840.t1	did-2
CGC2.841.t1	F23C8.5
CGC2.842.t1	F23C8.13
CGC2.843.t1	zwl-1
CGC2.844.t1	dot-1.1
CGC2.845.t1	sydn-1
CGC2.846.t2	nekl-1
CGC2.846.t1	nekl-1
CGC2.847.t1	ugt-31
CGC2.848.t1	tbx-35.3
CGC2.849.t1	W09C3.8
CGC2.850.t1	CBG25247
CGC2.851.t1	CGC2.851
CGC2.852.t1	Y106G6D.4.2
CGC2.853.t1	CGC2.853
CGC2.854.t1	CGC2.854
CGC2.855.t1	CGC2.855
CGC2.856.t1	CGC2.856
CGC2.857.t1	Y94H6A.10
CGC2.858.t1	ugt-66
CGC2.859.t1	F54E12.2
CGC2.860.t1	ugt-28.2
CGC2.861.t2	ugt-25
CGC2.861.t1	ugt-25
CGC2.862.t1	mlst-8
CGC2.862.t2	mlst-8
CGC2.863.t1	let-502
CGC2.864.t1	viln-1
CGC2.865.t1	cpg-1
CGC2.865.t2	cpg-1
CGC2.866.t1	rpa-2
CGC2.867.t1	M04F3.4
CGC2.867.t2	M04F3.4
CGC2.868.t1	M04F3.5
CGC2.869.t1	zig-7
CGC2.870.t1	gnrr-1
CGC2.870.t2	gnrr-1
CGC2.871.t1	ept-1
CGC2.872.t1	F57C9.6
CGC2.873.t1	F57C9.4
CGC2.874.t1	glo-2
CGC2.875.t1	clec-90
CGC2.876.t1	pdxk-1
CGC2.876.t2	pdxk-1
CGC2.877.t1	rga-6
CGC2.877.t2	rga-6
CGC2.877.t3	rga-6
CGC2.878.t1	C30F12.5
CGC2.879.t1	CGC2.879
CGC2.880.t1	trhr-1
CGC2.880.t2	trhr-1
CGC2.880.t3	trhr-1
CGC2.881.t1	idhg-2
CGC2.882.t1	CGC2.882
CGC2.883.t1	rege-1
CGC2.884.t1	C30F12.2
CGC2.885.t1	C30F12.3
CGC2.886.t1	C30F12.4
CGC2.887.t1	T10B11.8
CGC2.887.t2	T10B11.8
CGC2.888.t1	pcbd-1
CGC2.888.t2	pcbd-1
CGC2.889.t1	CGC2.889
CGC2.890.t1	hrde-4
CGC2.890.t2	hrde-4
CGC2.891.t1	T10B11.6
CGC2.892.t1	T10B11.5
CGC2.893.t1	Y53C10A.15
CGC2.894.t1	C10G11.10
CGC2.895.t1	CGC2.895
CGC2.896.t1	ekl-7
CGC2.896.t2	ekl-7
CGC2.897.t1	unc-94
CGC2.897.t2	unc-94
CGC2.897.t3	unc-94
CGC2.898.t1	sir-2.4
CGC2.899.t1	C06A5.3
CGC2.899.t2	C06A5.3
CGC2.900.t1	hpo-40
CGC2.901.t1	avr-14
CGC2.901.t2	avr-14
CGC2.902.t1	CBG22371
CGC2.903.t1	CBG29829
CGC2.903.t2	CBG29829
CGC2.904.t1	homt-1
CGC2.905.t1	nlp-40
CGC2.906.t1	sesn-1
CGC2.907.t2	Y48G1C.12
CGC2.907.t1	Y48G1C.12
CGC2.908.t1	pgs-1
CGC2.909.t2	csk-1
CGC2.909.t1	csk-1
CGC2.909.t3	csk-1
CGC2.910.t1	Y48G1C.10
CGC2.911.t1	natc-3
CGC2.911.t2	natc-3
CGC2.912.t1	Y48G1C.13
CGC2.913.t1	col-45
CGC2.914.t1	F53G12.8
CGC2.915.t1	F53G12.9
CGC2.915.t2	F53G12.9
CGC2.916.t1	rpl-7
CGC2.917.t1	rab-11.1.2
CGC2.918.t1	Y48G1C.8
CGC2.918.t2	Y48G1C.8
CGC2.919.t1	C55C3.3
CGC2.920.t1	F56A6.5
CGC2.921.t1	hum-7
CGC2.921.t2	hum-7
CGC2.922.t1	CGC2.922
CGC2.923.t1	CBG25238
CGC2.924.t1	gcy-17
CGC2.925.t1	ule-1
CGC2.926.t1	dct-9
CGC2.927.t1	W03F11.5
CGC2.928.t1	afd-1
CGC2.928.t2	afd-1
CGC2.928.t3	afd-1
CGC2.928.t4	afd-1
CGC2.928.t5	afd-1
CGC2.928.t6	afd-1
CGC2.928.t7	afd-1
CGC2.928.t8	afd-1
CGC2.929.t1	abt-2
CGC2.930.t1	mcm-4
CGC2.930.t2	mcm-4
CGC2.931.t1	Y39G10AR.32
CGC2.932.t1	CBG25236
CGC2.933.t1	lgc-51
CGC2.933.t2	lgc-51
CGC2.934.t1	slc-17.6
CGC2.935.t1	eif-2gamma
CGC2.936.t1	CBG25235
CGC2.937.t1	tbca-1
CGC2.938.t1	nsun-4
CGC2.938.t2	nsun-4
CGC2.939.t1	Y39G10AR.9
CGC2.940.t1	icp-1
CGC2.940.t2	icp-1
CGC2.941.t1	tpxl-1
CGC2.942.t1	epg-2
CGC2.943.t1	Y39G10AR.11
CGC2.944.t1	cdk-7
CGC2.945.t1	Y39G10AL.1
CGC2.946.t1	pph-2
CGC2.947.t1	CGC2.947
CGC2.948.t1	M117.4
CGC2.949.t1	scpl-1
CGC2.950.t1	mut-16
CGC2.950.t2	mut-16
CGC2.951.t1	ncx-4
CGC2.952.t1	F35C12.7
CGC2.953.t1	T28B8.4
CGC2.954.t1	CBG29830
CGC2.955.t1	W09C3.7
CGC2.956.t1	F35H8.4
CGC2.957.t1	F35C12.3
CGC2.958.t1	nhr-62
CGC2.958.t2	nhr-62
CGC2.959.t1	kin-26.3
CGC2.960.t1	F52F12.5
CGC2.961.t1	ztf-11
CGC2.961.t2	ztf-11
CGC2.962.t1	lsl-1
CGC2.962.t2	lsl-1
CGC2.962.t3	lsl-1
CGC2.962.t4	lsl-1
CGC2.963.t1	mom-4
CGC2.963.t2	mom-4
CGC2.964.t1	col-64
CGC2.965.t1	oct-1
CGC2.966.t1	nas-5
CGC2.967.t1	nhr-69
CGC2.967.t2	nhr-69
CGC2.968.t1	inx-20
CGC2.968.t2	inx-20
CGC2.969.t1	nhr-49
CGC2.970.t1	K10C3.5
CGC2.971.t1	K10C3.4
CGC2.972.t1	CGC2.972
CGC2.973.t1	ensa-1
CGC2.974.t1	zig-1
CGC2.975.t1	strl-1
CGC2.975.t2	strl-1
CGC2.976.t1	Y106G6A.4
CGC2.977.t1	epg-8
CGC2.977.t2	epg-8
CGC2.978.t1	dsbn-1
CGC2.979.t1	mekk-3
CGC2.980.t1	CGC2.980
CGC2.981.t2	sqv-5
CGC2.981.t3	sqv-5
CGC2.981.t1	sqv-5
CGC2.982.t1	T24D1.2
CGC2.982.t2	T24D1.2
CGC2.983.t1	har-2
CGC2.983.t2	har-2
CGC2.984.t1	algn-10
CGC2.985.t1	mom-5
CGC2.985.t2	mom-5
CGC2.986.t1	tsp-7
CGC2.987.t1	T23D8.3
CGC2.988.t1	eif-3.C
CGC2.989.t1	sys-1
CGC2.990.t1	CGC2.990
CGC2.991.t1	F52F12.8
CGC2.992.t1	fce-1
CGC2.993.t1	C16C2.4
CGC2.993.t2	C16C2.4
CGC2.993.t3	C16C2.4
CGC2.994.t1	ocrl-1
CGC2.994.t2	ocrl-1
CGC2.995.t1	eat-16
CGC2.995.t2	eat-16
CGC2.996.t1	ceh-5
CGC2.997.t1	gfi-2
CGC2.997.t2	gfi-2
CGC2.997.t3	gfi-2
CGC2.998.t1	B0379.2
CGC2.999.t1	endu-1
CGC2.999.t2	endu-1
CGC2.1000.t1	sur-6
CGC2.1000.t2	sur-6
CGC2.1000.t3	sur-6
CGC2.1001.t1	F26E4.2
CGC2.1002.t1	F26E4.3
CGC2.1003.t1	F26E4.5
CGC2.1004.t1	F26E4.4
CGC2.1005.t1	cox-7C
CGC2.1006.t2	F26E4.7
CGC2.1006.t1	F26E4.7
CGC2.1007.t1	gpx-1
CGC2.1008.t1	drsh-1
CGC2.1008.t2	drsh-1
CGC2.1009.t1	tba-1
CGC2.1010.t1	cox-5B
CGC2.1011.t1	hrdl-1
CGC2.1012.t1	rme-2
CGC2.1012.t2	rme-2
CGC2.1013.t1	B0379.1
CGC2.1014.t1	F10G8.8
CGC2.1014.t2	F10G8.8
CGC2.1015.t1	F10G8.9
CGC2.1015.t2	F10G8.9
CGC2.1016.t1	nubp-1
CGC2.1017.t1	ercc-1
CGC2.1017.t2	ercc-1
CGC2.1018.t1	CGC2.1018
CGC2.1019.t1	ncs-2
CGC2.1020.t1	CGC2.1020
CGC2.1021.t1	rae-1
CGC2.1022.t1	C03C11.1
CGC2.1023.t1	CGC2.1023
CGC2.1024.t1	cfi-1
CGC2.1024.t2	cfi-1
CGC2.1025.t1	alg-5
CGC2.1026.t1	his-4
CGC2.1027.t2	CBG10817
CGC2.1027.t1	CBG10817
CGC2.1028.t1	CGC2.1028
CGC2.1029.t1	CGC2.1029
CGC2.1030.t1	C04F12.8
CGC2.1031.t1	CGC2.1031
CGC2.1032.t1	C04F12.5
CGC2.1033.t1	rpl-14
CGC2.1034.t1	ikb-1
CGC2.1034.t2	ikb-1
CGC2.1035.t1	pgl-1
CGC2.1036.t1	dhs-4
CGC2.1037.t1	CBG29833
CGC2.1038.t1	T05F1.13
CGC2.1038.t2	T05F1.13
CGC2.1039.t1	lab-1
CGC2.1040.t1	npp-14
CGC2.1041.t2	F59A6.2
CGC2.1041.t1	F59A6.2
CGC2.1042.t1	cel-1
CGC2.1043.t1	C03D6.1
CGC2.1044.t1	rpl-24.2
CGC2.1045.t1	C04F12.1
CGC2.1046.t1	T05F1.4
CGC2.1047.t1	hsr-9
CGC2.1047.t2	hsr-9
CGC2.1048.t1	rps-19
CGC2.1049.t2	CGC2.1049
CGC2.1049.t1	CGC2.1049
CGC2.1050.t1	T05F1.2
CGC2.1051.t1	nra-2
CGC2.1052.t1	lin-53
CGC2.1053.t1	rba-1
CGC2.1054.t1	K07A1.10
CGC2.1055.t1	ate-1
CGC2.1055.t2	ate-1
CGC2.1055.t3	ate-1
CGC2.1056.t1	ile-1
CGC2.1057.t1	aqp-9
CGC2.1058.t1	cri-1
CGC2.1059.t1	K07A1.6
CGC2.1060.t1	K07A1.21
CGC2.1061.t1	ant-1.3
CGC2.1062.t1	K07A1.3
CGC2.1063.t1	dut-1
CGC2.1064.t1	CBG29938
CGC2.1065.t1	K07A1.1
CGC2.1066.t1	lem-3
CGC2.1067.t1	CGC2.1067
CGC2.1068.t1	CGC2.1068
CGC2.1069.t1	CGC2.1069
CGC2.1070.t1	CBG03731
CGC2.1071.t1	C36F7.5
CGC2.1072.t1	rig-5
CGC2.1072.t2	rig-5
CGC2.1072.t3	rig-5
CGC2.1073.t1	K04G2.10
CGC2.1074.t1	F18C12.4
CGC2.1075.t1	C17E4.19
CGC2.1076.t1	CBG03737
CGC2.1077.t1	C17E4.20
CGC2.1078.t1	marc-3
CGC2.1079.t1	CBG29835
CGC2.1080.t1	C17E4.11
CGC2.1081.t1	pabp-2
CGC2.1082.t1	C17E4.6
CGC2.1083.t1	nkb-1
CGC2.1084.t1	C17E4.10
CGC2.1085.t1	mec-8
CGC2.1086.t1	CBG03751
CGC2.1087.t1	T05F1.7
CGC2.1088.t1	C33F10.12
CGC2.1089.t1	T05F1.15
CGC2.1090.t1	T05F1.9
CGC2.1091.t1	twk-29
CGC2.1091.t2	twk-29
CGC2.1091.t3	twk-29
CGC2.1092.t1	skr-1
CGC2.1093.t1	calm-1
CGC2.1094.t1	F30A10.11
CGC2.1095.t1	F30A10.13
CGC2.1096.t1	CBG29950
CGC2.1097.t1	sas-4
CGC2.1098.t1	CBG24500
CGC2.1099.t1	stl-1
CGC2.1100.t1	sac-1
CGC2.1101.t1	F30A10.3
CGC2.1102.t1	stn-1
CGC2.1103.t1	F30A10.9
CGC2.1104.t1	usp-48
CGC2.1104.t2	usp-48
CGC2.1105.t1	smn-1
CGC2.1105.t2	smn-1
CGC2.1105.t3	smn-1
CGC2.1106.t1	tspo-1
CGC2.1107.t1	mina-1
CGC2.1107.t2	mina-1
CGC2.1108.t1	CGC2.1108
CGC2.1109.t1	CGC2.1109
CGC2.1110.t1	ahr-1
CGC2.1111.t1	K07A1.5
CGC2.1112.t1	C41G7.7
CGC2.1113.t1	irx-1
CGC2.1113.t2	irx-1
CGC2.1113.t3	irx-1
CGC2.1114.t1	swah-1
CGC2.1114.t2	swah-1
CGC2.1115.t1	T22C1.9
CGC2.1116.t1	CGC2.1116
CGC2.1117.t1	K04G2.9
CGC2.1118.t1	C28A5.2
CGC2.1119.t1	rskn-2
CGC2.1119.t2	rskn-2
CGC2.1120.t1	dod-18
CGC2.1121.t1	C54G4.7
CGC2.1121.t2	C54G4.7
CGC2.1122.t1	cyc-1
CGC2.1123.t1	C54G4.9
CGC2.1124.t1	eif-2beta
CGC2.1125.t1	aho-3
CGC2.1126.t1	cdc-48.3
CGC2.1126.t2	cdc-48.3
CGC2.1127.t1	K04G2.4
CGC2.1128.t1	ath-1
CGC2.1128.t2	ath-1
CGC2.1129.t1	scbp-2
CGC2.1130.t1	vacl-14
CGC2.1131.t1	K04G2.12
CGC2.1132.t4	apr-1
CGC2.1133.t1	K04G2.7
CGC2.1132.t1	apr-1
CGC2.1132.t2	apr-1
CGC2.1132.t3	apr-1
CGC2.1132.t5	apr-1
CGC2.1134.t1	H05L14.1
CGC2.1135.t1	cnnm-5
CGC2.1136.t1	CBG08228
CGC2.1137.t1	edg-1
CGC2.1138.t2	CBG25318
CGC2.1138.t1	CBG25318
CGC2.1139.t1	CGC2.1139
CGC2.1139.t2	CGC2.1139
CGC2.1139.t3	CGC2.1139
CGC2.1140.t1	CBG25319
CGC2.1141.t1	H05L14.3
CGC2.1142.t1	H05L14.2
CGC2.1143.t1	C54G4.5
CGC2.1144.t1	C54G4.4
CGC2.1145.t1	CGC2.1145
CGC2.1146.t1	rbg-2
CGC2.1147.t1	T22C1.11
CGC2.1148.t1	CBG29837
CGC2.1148.t2	CBG29837
CGC2.1149.t1	F58D5.7
CGC2.1150.t1	CGC2.1150
CGC2.1151.t1	CBG08243
CGC2.1152.t1	unc-55
CGC2.1152.t2	unc-55
CGC2.1153.t1	F55D12.6
CGC2.1154.t1	F55D12.5
CGC2.1154.t2	F55D12.5
CGC2.1155.t1	smgl-1
CGC2.1156.t1	nmy-2
CGC2.1157.t1	T22C1.1
CGC2.1158.t1	glb-26
CGC2.1158.t2	glb-26
CGC2.1159.t1	pigu-1
CGC2.1160.t1	ctf-8
CGC2.1161.t1	T22C1.5
CGC2.1162.t1	T22C1.6
CGC2.1163.t1	jph-1
CGC2.1164.t1	C10H11.7.1
CGC2.1165.t1	nhr-26
CGC2.1165.t2	nhr-26
CGC2.1166.t1	CBG25325
CGC2.1167.t1	Y106G6D.3
CGC2.1168.t2	F55D12.2
CGC2.1168.t1	F55D12.2
CGC2.1169.t1	F55D12.1
CGC2.1170.t1	suro-1
CGC2.1171.t1	CBG08266
CGC2.1172.t1	CBG08267
CGC2.1173.t1	CGC2.1173
CGC2.1174.t1	CBG08268
CGC2.1175.t1	C24H11.2
CGC2.1176.t1	drh-3
CGC2.1177.t1	CBG29911
CGC2.1178.t1	D2005.4
CGC2.1179.t2	D2005.3
CGC2.1179.t1	D2005.3
CGC2.1180.t1	CGC2.1180
CGC2.1181.t1	nlp-8
CGC2.1182.t1	D2005.6
CGC2.1183.t1	pck-2
CGC2.1184.t1	CGC2.1184
CGC2.1185.t1	glna-3
CGC2.1185.t2	glna-3
CGC2.1186.t1	F30F8.1.1
CGC2.1186.t2	F30F8.1.1
CGC2.1187.t1	F30F8.1.2
CGC2.1188.t1	gras-1
CGC2.1189.t1	F30F8.9
CGC2.1189.t2	F30F8.9
CGC2.1190.t1	F30F8.10
CGC2.1191.t1	F30F8.5
CGC2.1191.t2	F30F8.5
CGC2.1192.t1	taf-5
CGC2.1192.t2	taf-5
CGC2.1192.t3	taf-5
CGC2.1192.t4	taf-5
CGC2.1192.t5	taf-5
CGC2.1193.t1	apb-3
CGC2.1193.t2	apb-3
CGC2.1194.t1	nud-2
CGC2.1194.t2	nud-2
CGC2.1195.t1	R11A5.3
CGC2.1196.t1	CBG26570
CGC2.1197.t1	bro-1
CGC2.1197.t2	bro-1
CGC2.1198.t1	CBG26571
CGC2.1199.t1	slx-1
CGC2.1200.t1	npp-6
CGC2.1200.t2	npp-6
CGC2.1200.t3	npp-6
CGC2.1200.t4	npp-6
CGC2.1200.t5	npp-6
CGC2.1201.t1	spd-5
CGC2.1202.t1	hcp-6
CGC2.1202.t2	hcp-6
CGC2.1203.t1	let-630
CGC2.1204.t1	wago-4.1
CGC2.1205.t1	unc-63
CGC2.1206.t1	trf-2
CGC2.1207.t1	C10H11.7.2
CGC2.1208.t1	mtm-1.1
CGC2.1209.t1	CGC2.1209
CGC2.1210.t1	pfkb-1.1
CGC2.1211.t1	Y110A7A.7
CGC2.1212.t1	prp-31
CGC2.1213.t1	mat-1
CGC2.1213.t2	mat-1
CGC2.1214.t1	Y110A7A.9
CGC2.1215.t1	elpc-1
CGC2.1215.t2	elpc-1
CGC2.1216.t1	B0379.7
CGC2.1217.t1	ZC376.8
CGC2.1218.t1	CBG10822
CGC2.1219.t1	CGC2.1219
CGC2.1220.t1	ZC581.7
CGC2.1221.t1	CGC2.1221
CGC2.1222.t1	CGC2.1222
CGC2.1223.t1	CBG10816
CGC2.1223.t2	CBG10816
CGC2.1224.t1	Y110A7A.21
CGC2.1225.t1	aap-1
CGC2.1226.t1	use-1
CGC2.1227.t1	pas-3
CGC2.1228.t1	chp-1
CGC2.1228.t2	chp-1
CGC2.1229.t1	spe-5
CGC2.1230.t1	ift-20
CGC2.1230.t2	ift-20
CGC2.1231.t1	C30F8.3
CGC2.1231.t2	C30F8.3
CGC2.1232.t1	C46H11.2
CGC2.1233.t1	C46H11.10
CGC2.1233.t2	C46H11.10
CGC2.1234.t1	fhod-1
CGC2.1234.t2	fhod-1
CGC2.1234.t3	fhod-1
CGC2.1235.t1	CGC2.1235
CGC2.1236.t1	vha-16
CGC2.1237.t1	kin-32
CGC2.1238.t1	CBG10800b
CGC2.1238.t2	CBG10800b
CGC2.1239.t1	phat-2
CGC2.1240.t1	phat-1
CGC2.1240.t2	phat-1
CGC2.1241.t1	CBG10798
CGC2.1242.t1	C46H11.3
CGC2.1243.t1	CBG25334
CGC2.1244.t1	lfe-2
CGC2.1245.t1	CGC2.1245
CGC2.1246.t1	sst-20.2
CGC2.1247.t1	chd-1
CGC2.1248.t1	pdi-3
CGC2.1249.t1	ubql-1
CGC2.1249.t2	ubql-1
CGC2.1250.t1	sem-4
CGC2.1250.t2	sem-4
CGC2.1251.t1	cutl-6
CGC2.1252.t1	nuo-6
CGC2.1253.t1	tofu-5
CGC2.1254.t1	W03G9.5
CGC2.1255.t1	W03G9.9
CGC2.1255.t2	W03G9.9
CGC2.1256.t1	snf-1
CGC2.1257.t1	W03G9.10
CGC2.1258.t1	paf-1
CGC2.1259.t1	cil-7
CGC2.1260.t1	dyf-1
CGC2.1261.t2	mes-3
CGC2.1261.t1	mes-3
CGC2.1262.t1	dom-3
CGC2.1263.t1	CBG10772
CGC2.1263.t2	CBG10772
CGC2.1264.t1	pat-10
CGC2.1265.t1	F54C1.6
CGC2.1266.t1	F54C1.1
CGC2.1267.t1	sst-20.1
CGC2.1268.t1	CBG10767a
CGC2.1268.t2	CBG10767a
CGC2.1269.t1	CBG10766
CGC2.1270.t1	CBG10765
CGC2.1271.t1	W01A8.8
CGC2.1272.t1	W01A8.2
CGC2.1273.t3	plin-1
CGC2.1273.t4	plin-1
CGC2.1273.t1	plin-1
CGC2.1273.t2	plin-1
CGC2.1274.t1	F25H5.2
CGC2.1275.t1	CBG10761
CGC2.1276.t1	ctg-1
CGC2.1277.t1	CBG20505
CGC2.1278.t1	F25F8.1
CGC2.1279.t2	glc-2
CGC2.1279.t1	glc-2
CGC2.1280.t1	dip-2
CGC2.1280.t2	dip-2
CGC2.1281.t1	CGC2.1281
CGC2.1282.t1	acl-11
CGC2.1283.t1	mfsd-13.1
CGC2.1283.t2	mfsd-13.1
CGC2.1284.t1	imb-1
CGC2.1284.t2	imb-1
CGC2.1285.t1	F21F3.7
CGC2.1286.t1	F21F3.6
CGC2.1287.t1	pgal-1
CGC2.1287.t2	pgal-1
CGC2.1288.t1	unc-38
CGC2.1289.t1	F21F3.4
CGC2.1290.t1	CBG20488
CGC2.1291.t1	F28B3.10
CGC2.1292.t1	F28B3.6
CGC2.1293.t1	him-1
CGC2.1293.t2	him-1
CGC2.1294.t1	pid-4
CGC2.1295.t1	app-1
CGC2.1295.t2	app-1
CGC2.1296.t1	W01A8.6
CGC2.1297.t1	kin-14
CGC2.1298.t1	F22D6.2
CGC2.1299.t1	nars-1
CGC2.1300.t1	nduf-6
CGC2.1301.t1	prpf-4
CGC2.1302.t1	ekl-1
CGC2.1303.t1	F22D6.9
CGC2.1304.t1	CGC2.1304
CGC2.1305.t1	CGC2.1305
CGC2.1306.t1	CGC2.1306
CGC2.1307.t1	F22D6.15
CGC2.1308.t1	col-60
CGC2.1309.t1	gly-18
CGC2.1310.t1	K10D3.6
CGC2.1311.t1	K07G5.5
CGC2.1312.t1	K07G5.4
CGC2.1313.t1	mks-6
CGC2.1314.t1	xpa-1
CGC2.1315.t1	crml-1
CGC2.1316.t1	fecl-1
CGC2.1317.t1	hpo-11
CGC2.1317.t2	hpo-11
CGC2.1317.t3	hpo-11
CGC2.1317.t4	hpo-11
CGC2.1318.t1	K10D3.4
CGC2.1319.t1	mlt-2
CGC2.1320.t1	hlh-2
